index,customer_city,order_purchase_timestamp,total_sales_x,total_revenue,total_sales_y
26505,juiz de fora,2018-03-14,2,195.0,2
26506,juiz de fora,2018-03-15,4,150.99,4
26507,juiz de fora,2018-03-16,1,119.9,1
26508,juiz de fora,2018-03-19,1,129.0,1
26509,juiz de fora,2018-03-20,4,153.99,4
26510,juiz de fora,2018-03-22,1,54.99,1
26511,juiz de fora,2018-03-23,3,145.9,3
26512,juiz de fora,2018-03-26,1,151.9,1
26513,juiz de fora,2018-03-28,1,115.0,1
26514,juiz de fora,2018-03-29,1,53.0,1
26515,juiz de fora,2018-03-30,1,24.9,1
26516,juiz de fora,2018-03-31,1,158.0,1
26517,juiz de fora,2018-04-03,1,35.64,1
26518,juiz de fora,2018-04-04,2,142.8,2
26519,juiz de fora,2018-04-05,1,109.49,1
26520,juiz de fora,2018-04-12,1,24.99,1
26521,juiz de fora,2018-04-14,1,104.0,1
26522,juiz de fora,2018-04-15,1,148.0,1
26523,juiz de fora,2018-04-16,3,306.99,3
26524,juiz de fora,2018-04-17,2,202.99,2
26525,juiz de fora,2018-04-18,2,217.0,2
26526,juiz de fora,2018-04-19,2,128.99,2
26527,juiz de fora,2018-04-21,2,369.89,2
26528,juiz de fora,2018-04-22,5,712.8,5
26529,juiz de fora,2018-04-23,3,337.0,3
26530,juiz de fora,2018-04-24,1,83.8,1
26531,juiz de fora,2018-04-25,2,177.8,2
26532,juiz de fora,2018-04-30,3,383.36,3
26533,juiz de fora,2018-05-01,1,12.49,1
26534,juiz de fora,2018-05-02,1,279.9,1
26535,juiz de fora,2018-05-03,1,54.85,1
26536,juiz de fora,2018-05-04,1,191.4,1
26537,juiz de fora,2018-05-07,4,282.89,4
26538,juiz de fora,2018-05-08,1,69.9,1
26539,juiz de fora,2018-05-09,3,276.83,3
26540,juiz de fora,2018-05-10,2,254.32,2
26541,juiz de fora,2018-05-13,3,224.9,3
26542,juiz de fora,2018-05-14,1,74.99,1
26543,juiz de fora,2018-05-15,2,149.82,2
26544,juiz de fora,2018-05-16,1,44.9,1
26545,juiz de fora,2018-05-17,1,69.9,1
26546,juiz de fora,2018-05-18,1,139.0,1
26547,juiz de fora,2018-05-20,2,141.89,2
26548,juiz de fora,2018-05-21,1,124.99,1
26549,juiz de fora,2018-05-22,2,338.8,2
26550,juiz de fora,2018-05-23,1,28.9,1
26551,juiz de fora,2018-06-03,1,724.0,1
26552,juiz de fora,2018-06-04,1,89.0,1
26553,juiz de fora,2018-06-05,1,79.99,1
26554,juiz de fora,2018-06-07,1,189.9,1
26555,juiz de fora,2018-06-09,1,149.9,1
26556,juiz de fora,2018-06-10,1,18.99,1
26557,juiz de fora,2018-06-13,2,223.99,2
26558,juiz de fora,2018-06-14,2,254.9,2
26559,juiz de fora,2018-06-15,2,416.0,2
26560,juiz de fora,2018-06-16,3,214.35000000000002,3
26561,juiz de fora,2018-06-17,1,95.0,1
26562,juiz de fora,2018-06-19,3,443.89,3
26563,juiz de fora,2018-06-20,2,199.98,2
26564,juiz de fora,2018-06-21,2,140.31,2
26565,juiz de fora,2018-06-23,3,136.32,3
26566,juiz de fora,2018-06-26,1,119.4,1
26567,juiz de fora,2018-06-28,1,40.6,1
26568,juiz de fora,2018-07-03,1,117.6,1
26569,juiz de fora,2018-07-12,1,149.0,1
26570,juiz de fora,2018-07-14,1,155.97,1
26571,juiz de fora,2018-07-16,1,99.99,1
26572,juiz de fora,2018-07-17,1,489.9,1
26573,juiz de fora,2018-07-18,3,606.0,3
26574,juiz de fora,2018-07-19,2,229.89,2
26575,juiz de fora,2018-07-21,1,78.0,1
26576,juiz de fora,2018-07-22,3,278.65,3
26577,juiz de fora,2018-07-23,2,55.89,2
26578,juiz de fora,2018-07-25,3,222.89000000000001,3
26579,juiz de fora,2018-07-29,1,159.9,1
26580,juiz de fora,2018-07-31,1,39.99,1
26581,juiz de fora,2018-08-01,2,227.8,2
26582,juiz de fora,2018-08-03,1,110.32,1
26583,juiz de fora,2018-08-05,1,146.01,1
26584,juiz de fora,2018-08-06,2,314.65,2
26585,juiz de fora,2018-08-07,2,797.64,2
26586,juiz de fora,2018-08-08,3,450.65,3
26587,juiz de fora,2018-08-10,4,826.99,4
26588,juiz de fora,2018-08-12,3,1400.32,3
26589,juiz de fora,2018-08-13,1,116.9,1
26590,juiz de fora,2018-08-14,3,259.85,3
26591,juiz de fora,2018-08-15,3,229.97,3
26592,juiz de fora,2018-08-16,1,99.0,1
26593,juiz de fora,2018-08-18,2,283.43,2
26594,juiz de fora,2018-08-20,1,179.9,1
26595,juiz de fora,2018-08-21,1,46.9,1
26596,julio de castilhos,2017-03-04,1,29.99,1
26597,julio de castilhos,2017-03-07,1,117.3,1
26598,julio de castilhos,2017-05-12,1,24.79,1
26599,julio de castilhos,2017-09-05,1,89.9,1
26600,julio de castilhos,2017-11-20,1,34.99,1
26601,julio de castilhos,2018-01-22,1,149.97,1
26602,julio de castilhos,2018-04-16,1,45.9,1
26603,julio de castilhos,2018-04-18,1,149.9,1
26604,julio de castilhos,2018-05-11,1,99.9,1
26605,julio de castilhos,2018-08-19,1,44.9,1
26606,julio mesquita,2018-02-01,1,229.99,1
26607,julio mesquita,2018-07-04,2,680.0,2
26608,jumirim,2017-11-24,4,259.6,4
26609,jumirim,2017-12-19,1,78.0,1
26610,junco do serido,2017-05-05,1,79.99,1
26611,junco do serido,2017-06-11,1,159.9,1
26612,jundiai,2017-01-19,1,84.9,1
26613,jundiai,2017-01-22,1,29.99,1
26614,jundiai,2017-01-26,1,65.0,1
26615,jundiai,2017-01-27,1,174.9,1
26616,jundiai,2017-01-30,3,243.79000000000002,3
26617,jundiai,2017-02-01,1,214.0,1
26618,jundiai,2017-02-06,1,739.9,1
26619,jundiai,2017-02-09,1,159.99,1
26620,jundiai,2017-02-11,2,184.6,2
26621,jundiai,2017-02-16,2,61.9,2
26622,jundiai,2017-02-17,1,34.87,1
26623,jundiai,2017-02-20,4,203.8,4
26624,jundiai,2017-02-24,4,126.9,4
26625,jundiai,2017-02-28,1,89.9,1
26626,jundiai,2017-03-01,1,98.99,1
26627,jundiai,2017-03-08,1,39.9,1
26628,jundiai,2017-03-10,1,69.99,1
26629,jundiai,2017-03-13,4,533.8,4
26630,jundiai,2017-03-16,1,35.9,1
26631,jundiai,2017-03-19,1,24.75,1
26632,jundiai,2017-03-23,2,135.8,2
26633,jundiai,2017-03-25,1,59.9,1
26634,jundiai,2017-03-28,1,69.99,1
26635,jundiai,2017-03-30,1,17.9,1
26636,jundiai,2017-04-04,2,179.8,2
26637,jundiai,2017-04-07,4,203.60000000000002,4
26638,jundiai,2017-04-08,1,249.0,1
26639,jundiai,2017-04-10,1,69.9,1
26640,jundiai,2017-04-11,1,64.99,1
26641,jundiai,2017-04-13,1,210.0,1
26642,jundiai,2017-04-17,1,12.98,1
26643,jundiai,2017-04-18,2,179.8,2
26644,jundiai,2017-04-20,1,849.0,1
26645,jundiai,2017-04-22,1,49.0,1
26646,jundiai,2017-04-28,2,876.71,2
26647,jundiai,2017-05-01,1,32.9,1
26648,jundiai,2017-05-06,2,149.89,2
26649,jundiai,2017-05-09,1,179.0,1
26650,jundiai,2017-05-10,1,199.99,1
26651,jundiai,2017-05-13,1,140.0,1
26652,jundiai,2017-05-15,1,140.3,1
26653,jundiai,2017-05-18,1,169.9,1
26654,jundiai,2017-05-19,1,52.9,1
26655,jundiai,2017-05-22,1,760.0,1
26656,jundiai,2017-05-24,2,65.89,2
26657,jundiai,2017-05-29,1,19.9,1
26658,jundiai,2017-05-31,2,94.80000000000001,2
26659,jundiai,2017-06-01,1,99.99,1
26660,jundiai,2017-06-05,2,2978.9,2
26661,jundiai,2017-06-07,1,27.4,1
26662,jundiai,2017-06-08,1,12.9,1
26663,jundiai,2017-06-14,2,119.80000000000001,2
26664,jundiai,2017-06-15,2,189.89,2
26665,jundiai,2017-06-22,1,39.9,1
26666,jundiai,2017-06-26,1,202.89,1
26667,jundiai,2017-06-27,1,89.9,1
26668,jundiai,2017-06-29,1,89.9,1
26669,jundiai,2017-07-03,1,29.5,1
26670,jundiai,2017-07-04,1,34.9,1
26671,jundiai,2017-07-05,1,44.99,1
26672,jundiai,2017-07-07,1,80.0,1
26673,jundiai,2017-07-12,1,98.0,1
26674,jundiai,2017-07-13,1,75.0,1
26675,jundiai,2017-07-14,2,12.7,2
26676,jundiai,2017-07-17,1,84.9,1
26677,jundiai,2017-07-18,1,42.9,1
26678,jundiai,2017-07-19,2,109.97999999999999,2
26679,jundiai,2017-07-25,2,688.99,2
26680,jundiai,2017-07-27,2,259.68,2
26681,jundiai,2017-07-28,1,19.99,1
26682,jundiai,2017-07-29,1,54.9,1
26683,jundiai,2017-08-01,1,49.99,1
26684,jundiai,2017-08-02,1,199.9,1
26685,jundiai,2017-08-04,1,139.0,1
26686,jundiai,2017-08-08,1,646.2,1
26687,jundiai,2017-08-09,2,349.89,2
26688,jundiai,2017-08-10,3,59.699999999999996,3
26689,jundiai,2017-08-11,2,289.9,2
26690,jundiai,2017-08-12,1,99.0,1
26691,jundiai,2017-08-13,1,142.0,1
26692,jundiai,2017-08-17,2,139.9,2
26693,jundiai,2017-08-19,1,49.99,1
26694,jundiai,2017-08-20,1,69.9,1
26695,jundiai,2017-08-22,1,40.0,1
26696,jundiai,2017-08-23,12,1423.49,12
26697,jundiai,2017-08-25,2,254.9,2
26698,jundiai,2017-08-29,4,306.69,4
26699,jundiai,2017-09-02,1,79.9,1
26700,jundiai,2017-09-03,1,177.99,1
26701,jundiai,2017-09-05,2,245.8,2
26702,jundiai,2017-09-09,1,498.0,1
26703,jundiai,2017-09-10,1,205.0,1
26704,jundiai,2017-09-11,2,95.99000000000001,2
26705,jundiai,2017-09-12,1,29.0,1
26706,jundiai,2017-09-14,1,110.0,1
26707,jundiai,2017-09-15,1,37.49,1
26708,jundiai,2017-09-16,1,242.01,1
26709,jundiai,2017-09-18,1,19.0,1
26710,jundiai,2017-09-19,2,198.99,2
26711,jundiai,2017-09-20,2,197.0,2
26712,jundiai,2017-09-22,2,176.99,2
26713,jundiai,2017-09-24,1,49.99,1
26714,jundiai,2017-09-27,1,21.99,1
26715,jundiai,2017-09-30,1,68.0,1
26716,jundiai,2017-10-01,1,1688.0,1
26717,jundiai,2017-10-02,2,247.98000000000002,2
26718,jundiai,2017-10-03,4,357.5,4
26719,jundiai,2017-10-06,3,580.99,3
26720,jundiai,2017-10-09,1,174.0,1
26721,jundiai,2017-10-10,1,59.99,1
26722,jundiai,2017-10-11,1,92.9,1
26723,jundiai,2017-10-15,1,25.0,1
26724,jundiai,2017-10-17,1,30.0,1
26725,jundiai,2017-10-18,1,19.9,1
26726,jundiai,2017-10-19,1,34.99,1
26727,jundiai,2017-10-22,1,57.9,1
26728,jundiai,2017-10-24,1,139.9,1
26729,jundiai,2017-10-25,2,89.8,2
26730,jundiai,2017-10-26,1,38.0,1
26731,jundiai,2017-10-27,3,220.69,3
26732,jundiai,2017-10-29,1,21.99,1
26733,jundiai,2017-10-31,1,146.99,1
26734,jundiai,2017-11-01,1,40.0,1
26735,jundiai,2017-11-02,1,24.5,1
26736,jundiai,2017-11-04,1,65.0,1
26737,jundiai,2017-11-05,1,59.9,1
26738,jundiai,2017-11-06,2,272.99,2
26739,jundiai,2017-11-08,5,549.5,5
26740,jundiai,2017-11-09,1,59.9,1
26741,jundiai,2017-11-11,1,58.9,1
26742,jundiai,2017-11-12,1,89.9,1
26743,jundiai,2017-11-13,1,279.99,1
26744,jundiai,2017-11-14,1,13.99,1
26745,jundiai,2017-11-15,2,159.0,2
26746,jundiai,2017-11-16,1,23.89,1
26747,jundiai,2017-11-17,1,35.9,1
26748,jundiai,2017-11-18,2,198.0,2
26749,jundiai,2017-11-19,1,120.0,1
26750,jundiai,2017-11-22,2,116.89,2
26751,jundiai,2017-11-23,1,49.9,1
26752,jundiai,2017-11-24,3,493.87,3
26753,jundiai,2017-11-25,1,39.9,1
26754,jundiai,2017-11-26,1,29.0,1
26755,jundiai,2017-11-27,5,487.8,5
26756,jundiai,2017-11-28,1,81.9,1
26757,jundiai,2017-11-29,1,279.9,1
26758,jundiai,2017-11-30,2,211.3,2
26759,jundiai,2017-12-01,1,74.9,1
26760,jundiai,2017-12-02,2,106.9,2
26761,jundiai,2017-12-03,1,59.9,1
26762,jundiai,2017-12-05,1,39.9,1
26763,jundiai,2017-12-07,1,89.99,1
26764,jundiai,2017-12-09,1,68.0,1
26765,jundiai,2017-12-10,2,409.89,2
26766,jundiai,2017-12-11,4,276.15000000000003,4
26767,jundiai,2017-12-12,1,69.9,1
26768,jundiai,2017-12-13,3,65.69999999999999,3
26769,jundiai,2017-12-15,1,19.9,1
26770,jundiai,2017-12-17,1,65.0,1
26771,jundiai,2017-12-18,5,514.91,5
26772,jundiai,2017-12-22,4,263.5,4
26773,jundiai,2017-12-27,1,99.0,1
26774,jundiai,2017-12-28,1,87.0,1
26775,jundiai,2017-12-29,3,316.8,3
26776,jundiai,2018-01-01,1,109.9,1
26777,jundiai,2018-01-02,1,129.99,1
26778,jundiai,2018-01-03,5,340.78000000000003,5
26779,jundiai,2018-01-04,1,99.0,1
26780,jundiai,2018-01-06,2,518.0,2
26781,jundiai,2018-01-07,3,285.0,3
26782,jundiai,2018-01-09,2,372.84000000000003,2
26783,jundiai,2018-01-10,3,169.29,3
26784,jundiai,2018-01-11,3,117.99000000000001,3
26785,jundiai,2018-01-12,1,325.0,1
26786,jundiai,2018-01-13,1,529.89,1
26787,jundiai,2018-01-14,1,45.6,1
26788,jundiai,2018-01-16,2,129.89000000000001,2
26789,jundiai,2018-01-17,2,249.89000000000001,2
26790,jundiai,2018-01-20,1,28.99,1
26791,jundiai,2018-01-22,3,142.0,3
26792,jundiai,2018-01-23,6,1208.69,6
26793,jundiai,2018-01-24,4,259.28000000000003,4
26794,jundiai,2018-01-25,1,38.2,1
26795,jundiai,2018-01-26,1,80.99,1
26796,jundiai,2018-01-29,2,115.99,2
26797,jundiai,2018-01-30,1,19.9,1
26798,jundiai,2018-01-31,3,849.0,3
26799,jundiai,2018-02-01,2,167.98,2
26800,jundiai,2018-02-02,1,57.0,1
26801,jundiai,2018-02-03,4,231.8,4
26802,jundiai,2018-02-05,3,162.8,3
26803,jundiai,2018-02-06,3,983.3,3
26804,jundiai,2018-02-08,2,353.9,2
26805,jundiai,2018-02-09,1,22.4,1
26806,jundiai,2018-02-10,1,105.0,1
26807,jundiai,2018-02-11,1,99.99,1
26808,jundiai,2018-02-12,1,79.9,1
26809,jundiai,2018-02-13,1,58.5,1
26810,jundiai,2018-02-15,3,227.89000000000001,3
26811,jundiai,2018-02-17,1,199.0,1
26812,jundiai,2018-02-18,2,204.9,2
26813,jundiai,2018-02-19,2,354.89,2
26814,jundiai,2018-02-20,2,230.41,2
26815,jundiai,2018-02-21,1,149.0,1
26816,jundiai,2018-02-22,1,27.0,1
26817,jundiai,2018-02-23,1,44.9,1
26818,jundiai,2018-02-24,1,62.4,1
26819,jundiai,2018-02-25,2,208.19,2
26820,jundiai,2018-02-26,1,95.2,1
26821,jundiai,2018-02-27,2,78.4,2
26822,jundiai,2018-02-28,1,99.9,1
26823,jundiai,2018-03-01,1,30.21,1
26824,jundiai,2018-03-02,2,219.98,2
26825,jundiai,2018-03-06,2,633.24,2
26826,jundiai,2018-03-07,1,18.9,1
26827,jundiai,2018-03-10,1,84.99,1
26828,jundiai,2018-03-12,2,298.99,2
26829,jundiai,2018-03-13,1,149.9,1
26830,jundiai,2018-03-14,1,79.9,1
26831,jundiai,2018-03-16,1,105.9,1
26832,jundiai,2018-03-17,2,166.2,2
26833,jundiai,2018-03-19,1,41.95,1
26834,jundiai,2018-03-20,1,680.0,1
26835,jundiai,2018-03-22,1,67.9,1
26836,jundiai,2018-03-25,3,527.0,3
26837,jundiai,2018-03-26,1,69.9,1
26838,jundiai,2018-03-27,2,127.89,2
26839,jundiai,2018-03-30,1,297.0,1
26840,jundiai,2018-04-01,1,49.9,1
26841,jundiai,2018-04-02,5,249.5,5
26842,jundiai,2018-04-03,1,36.3,1
26843,jundiai,2018-04-06,2,157.49,2
26844,jundiai,2018-04-08,1,96.9,1
26845,jundiai,2018-04-09,2,87.89,2
26846,jundiai,2018-04-10,1,99.0,1
26847,jundiai,2018-04-11,5,679.6,5
26848,jundiai,2018-04-14,4,633.79,4
26849,jundiai,2018-04-15,4,286.96999999999997,4
26850,jundiai,2018-04-16,4,239.97,4
26851,jundiai,2018-04-17,1,21.99,1
26852,jundiai,2018-04-18,1,52.99,1
26853,jundiai,2018-04-19,2,163.9,2
26854,jundiai,2018-04-20,3,849.89,3
26855,jundiai,2018-04-21,2,809.65,2
26856,jundiai,2018-04-23,8,580.52,8
26857,jundiai,2018-04-24,2,155.8,2
26858,jundiai,2018-04-28,4,251.69,4
26859,jundiai,2018-04-29,1,159.0,1
26860,jundiai,2018-04-30,2,158.9,2
26861,jundiai,2018-05-01,5,772.78,5
26862,jundiai,2018-05-02,1,69.9,1
26863,jundiai,2018-05-03,2,144.51,2
26864,jundiai,2018-05-05,1,49.0,1
26865,jundiai,2018-05-07,6,419.44,6
26866,jundiai,2018-05-08,2,220.64,2
26867,jundiai,2018-05-11,1,169.9,1
26868,jundiai,2018-05-13,2,260.8,2
26869,jundiai,2018-05-14,2,104.89,2
26870,jundiai,2018-05-15,2,218.9,2
26871,jundiai,2018-05-16,2,61.67,2
26872,jundiai,2018-05-17,2,324.9,2
26873,jundiai,2018-05-18,2,61.980000000000004,2
26874,jundiai,2018-05-19,8,558.3000000000001,8
26875,jundiai,2018-05-20,2,65.47,2
26876,jundiai,2018-05-21,5,746.79,5
26877,jundiai,2018-05-22,4,950.38,4
26878,jundiai,2018-05-23,2,688.0,2
26879,jundiai,2018-05-24,4,375.0,4
26880,jundiai,2018-05-27,1,109.9,1
26881,jundiai,2018-05-29,2,231.98000000000002,2
26882,jundiai,2018-05-30,1,150.0,1
26883,jundiai,2018-06-01,1,95.0,1
26884,jundiai,2018-06-03,2,208.89000000000001,2
26885,jundiai,2018-06-05,5,4174.02,5
26886,jundiai,2018-06-06,3,155.9,3
26887,jundiai,2018-06-07,2,83.98,2
26888,jundiai,2018-06-08,1,45.9,1
26889,jundiai,2018-06-09,2,58.9,2
26890,jundiai,2018-06-10,6,264.79,6
26891,jundiai,2018-06-11,2,206.0,2
26892,jundiai,2018-06-13,1,144.0,1
26893,jundiai,2018-06-14,1,179.9,1
26894,jundiai,2018-06-16,1,109.99,1
26895,jundiai,2018-06-17,3,252.99,3
26896,jundiai,2018-06-18,4,425.69,4
26897,jundiai,2018-06-22,1,149.9,1
26898,jundiai,2018-06-23,2,174.8,2
26899,jundiai,2018-06-25,2,147.9,2
26900,jundiai,2018-06-28,1,35.0,1
26901,jundiai,2018-07-01,3,454.89,3
26902,jundiai,2018-07-03,3,1049.89,3
26903,jundiai,2018-07-04,2,188.9,2
26904,jundiai,2018-07-06,1,238.0,1
26905,jundiai,2018-07-10,1,28.9,1
26906,jundiai,2018-07-16,1,69.99,1
26907,jundiai,2018-07-18,3,249.4,3
26908,jundiai,2018-07-19,1,120.0,1
26909,jundiai,2018-07-20,2,473.0,2
26910,jundiai,2018-07-21,1,45.0,1
26911,jundiai,2018-07-22,4,732.75,4
26912,jundiai,2018-07-23,1,39.0,1
26913,jundiai,2018-07-24,1,34.9,1
26914,jundiai,2018-07-28,1,149.0,1
26915,jundiai,2018-07-29,4,727.45,4
26916,jundiai,2018-07-31,13,2511.2,13
26917,jundiai,2018-08-01,2,470.0,2
26918,jundiai,2018-08-02,4,510.79,4
26919,jundiai,2018-08-03,8,931.4699999999999,8
26920,jundiai,2018-08-04,2,95.8,2
26921,jundiai,2018-08-05,2,1400.0,2
26922,jundiai,2018-08-06,2,51.8,2
26923,jundiai,2018-08-07,3,296.98,3
26924,jundiai,2018-08-08,2,157.0,2
26925,jundiai,2018-08-09,6,365.6,6
26926,jundiai,2018-08-10,2,469.99,2
26927,jundiai,2018-08-11,2,199.79,2
26928,jundiai,2018-08-13,5,125.57,5
26929,jundiai,2018-08-14,3,174.7,3
26930,jundiai,2018-08-15,1,269.9,1
26931,jundiai,2018-08-17,1,79.99,1
26932,jundiai,2018-08-18,1,159.99,1
26933,jundiai,2018-08-19,2,393.99,2
26934,jundiai,2018-08-20,1,19.99,1
26935,jundiai,2018-08-21,3,317.49,3
26936,jundiai,2018-08-23,1,99.9,1
26937,jundiai,2018-08-24,2,135.4,2
26938,jundiai,2018-08-26,2,133.8,2
26939,jundiai,2018-08-27,1,61.9,1
26940,jundiai do sul,2017-03-13,1,127.99,1
26941,jundiai do sul,2017-11-29,1,59.98,1
26942,jundiai do sul,2018-01-31,1,150.0,1
26943,junqueiro,2018-02-06,1,10.99,1
26944,junqueiro,2018-03-10,1,349.9,1
26945,junqueiropolis,2017-03-20,1,319.9,1
26946,junqueiropolis,2017-04-19,1,129.9,1
26947,junqueiropolis,2017-04-21,1,299.0,1
26948,junqueiropolis,2017-06-10,1,7.0,1
26949,junqueiropolis,2017-07-14,2,95.98,2
26950,junqueiropolis,2017-07-22,1,97.65,1
26951,junqueiropolis,2017-10-31,1,34.9,1
26952,junqueiropolis,2017-12-17,2,173.8,2
26953,junqueiropolis,2018-02-05,1,34.5,1
26954,junqueiropolis,2018-03-07,1,137.0,1
26955,junqueiropolis,2018-03-13,1,20.7,1
26956,junqueiropolis,2018-03-20,3,451.20000000000005,3
26957,junqueiropolis,2018-07-18,1,110.32,1
26958,junqueiropolis,2018-08-01,1,34.9,1
26959,junqueiropolis,2018-08-05,1,82.49,1
26960,jupi,2017-09-19,1,279.9,1
26961,jupi,2017-11-23,1,325.0,1
26962,juquia,2017-03-13,1,26.9,1
26963,juquia,2017-04-17,1,39.9,1
26964,juquia,2017-04-26,1,89.0,1
26965,juquia,2017-05-12,1,93.5,1
26966,juquia,2018-01-15,2,84.9,2
26967,juquia,2018-05-10,1,22.99,1
26968,juquia,2018-06-02,1,43.99,1
26969,juquia,2018-06-30,1,159.0,1
26970,juquia,2018-08-05,1,149.9,1
26971,juquitiba,2017-03-03,1,649.0,1
26972,juquitiba,2017-03-28,1,27.9,1
26973,juquitiba,2017-06-15,1,89.9,1
26974,juquitiba,2017-06-24,1,124.9,1
26975,juquitiba,2017-08-08,1,10.0,1
26976,juquitiba,2017-08-21,1,99.9,1
26977,juquitiba,2017-08-22,2,103.84,2
26978,juquitiba,2017-09-14,1,98.72,1
26979,juquitiba,2017-09-16,1,44.35,1
26980,juquitiba,2017-10-02,1,269.0,1
26981,juquitiba,2017-12-02,1,145.9,1
26982,juquitiba,2018-01-17,1,149.9,1
26983,juquitiba,2018-01-26,3,140.98000000000002,3
26984,juquitiba,2018-03-04,1,99.9,1
26985,juquitiba,2018-04-09,1,95.0,1
26986,juquitiba,2018-05-22,1,39.99,1
26987,juquitiba,2018-06-25,1,299.99,1
26988,juquitiba,2018-07-19,1,95.9,1
26989,juquitiba,2018-07-26,1,74.0,1
26990,juquitiba,2018-07-28,1,55.0,1
26991,juquitiba,2018-08-10,2,359.8,2
26992,juranda,2017-03-30,1,6.0,1
26993,juranda,2017-04-03,1,34.9,1
26994,jurema,2017-04-23,1,29.5,1
26995,juripiranga,2018-07-06,1,69.99,1
26996,juru,2018-06-20,1,890.0,1
26997,juruaia,2017-03-20,2,107.80000000000001,2
26998,juruaia,2017-09-09,1,78.0,1
26999,juruaia,2017-09-30,1,22.99,1
27000,juruaia,2017-12-14,1,56.99,1
27001,juruaia,2018-04-13,1,115.0,1
27002,juruena,2017-11-17,1,178.0,1
27003,juruena,2018-03-25,1,122.9,1
27004,juruena,2018-06-13,1,19.0,1
27005,juruti,2018-01-05,1,49.9,1
27006,juscimeira,2017-04-14,1,98.9,1
27007,juscimeira,2018-03-08,1,24.9,1
27008,jussara,2017-07-05,1,29.49,1
27009,jussara,2017-09-06,1,48.9,1
27010,jussara,2017-11-22,1,13.99,1
27011,jussara,2018-02-04,1,19.9,1
27012,jussari,2018-06-22,1,99.99,1
27013,jussari,2018-06-27,1,40.0,1
27014,jussiape,2017-11-30,1,37.0,1
27015,juti,2017-05-20,1,169.9,1
27016,juti,2017-09-08,1,269.9,1
27017,juti,2017-11-05,1,102.99,1
27018,juti,2018-05-13,1,89.0,1
27019,juvenilia,2017-01-30,2,37.98,2
27020,juvenilia,2018-08-25,1,39.5,1
27021,kalore,2018-01-11,1,199.99,1
27022,kalore,2018-06-09,1,230.0,1
27023,ladainha,2017-08-30,1,149.0,1
27024,ladainha,2018-04-15,1,22.14,1
27025,ladario,2018-01-11,3,119.69999999999999,3
27026,ladario,2018-01-17,1,53.99,1
27027,ladario,2018-04-18,1,119.0,1
27028,lagarto,2017-02-25,1,64.99,1
27029,lagarto,2017-03-08,1,429.9,1
27030,lagarto,2017-04-18,1,129.9,1
27031,lagarto,2017-05-03,1,49.99,1
27032,lagarto,2017-08-10,1,117.9,1
27033,lagarto,2017-08-15,1,59.9,1
27034,lagarto,2017-08-29,2,184.99,2
27035,lagarto,2018-01-02,1,819.89,1
27036,lagarto,2018-03-09,1,29.98,1
27037,lagarto,2018-06-17,1,67.99,1
27038,lages,2017-01-30,1,117.3,1
27039,lages,2017-02-09,1,129.99,1
27040,lages,2017-02-27,2,21.98,2
27041,lages,2017-03-17,1,198.95,1
27042,lages,2017-04-15,1,97.0,1
27043,lages,2017-04-19,1,18.9,1
27044,lages,2017-04-20,1,143.99,1
27045,lages,2017-05-02,1,110.0,1
27046,lages,2017-05-04,1,250.0,1
27047,lages,2017-05-15,1,19.9,1
27048,lages,2017-05-16,1,149.9,1
27049,lages,2017-05-19,5,130.0,5
27050,lages,2017-05-27,1,109.9,1
27051,lages,2017-05-31,1,69.0,1
27052,lages,2017-07-01,1,45.95,1
27053,lages,2017-07-06,1,259.9,1
27054,lages,2017-07-27,2,93.6,2
27055,lages,2017-08-20,1,20.99,1
27056,lages,2017-08-22,1,89.99,1
27057,lages,2017-09-08,1,75.0,1
27058,lages,2017-09-11,1,24.88,1
27059,lages,2017-09-15,1,129.99,1
27060,lages,2017-09-20,1,99.0,1
27061,lages,2017-09-22,1,55.9,1
27062,lages,2017-10-07,1,499.99,1
27063,lages,2017-10-11,1,169.99,1
27064,lages,2017-10-16,1,199.7,1
27065,lages,2017-10-25,2,143.99,2
27066,lages,2017-10-26,1,59.99,1
27067,lages,2017-11-08,2,80.0,2
27068,lages,2017-11-11,1,50.9,1
27069,lages,2017-11-15,1,78.0,1
27070,lages,2017-11-24,3,229.70000000000002,3
27071,lages,2017-11-28,1,94.9,1
27072,lages,2017-12-02,1,120.9,1
27073,lages,2017-12-06,1,79.0,1
27074,lages,2018-01-12,1,86.9,1
27075,lages,2018-01-17,1,189.9,1
27076,lages,2018-01-30,1,19.9,1
27077,lages,2018-02-03,1,167.0,1
27078,lages,2018-02-15,1,125.9,1
27079,lages,2018-02-18,1,59.9,1
27080,lages,2018-02-24,1,79.9,1
27081,lages,2018-02-26,1,56.0,1
27082,lages,2018-03-01,2,109.8,2
27083,lages,2018-03-03,1,64.9,1
27084,lages,2018-03-07,1,79.0,1
27085,lages,2018-03-11,1,529.9,1
27086,lages,2018-03-15,1,67.99,1
27087,lages,2018-03-19,1,51.9,1
27088,lages,2018-03-20,1,18.75,1
27089,lages,2018-03-29,1,12.9,1
27090,lages,2018-04-05,1,152.0,1
27091,lages,2018-04-08,1,53.04,1
27092,lages,2018-04-12,1,112.0,1
27093,lages,2018-04-16,1,266.0,1
27094,lages,2018-04-18,1,104.0,1
27095,lages,2018-04-20,1,158.67,1
27096,lages,2018-04-24,5,513.89,5
27097,lages,2018-05-05,1,192.5,1
27098,lages,2018-05-06,1,299.0,1
27099,lages,2018-05-07,1,443.0,1
